Order_ID,Date,State,City,Model,Units_Sold,Unit_Price_INR,Discount_INR,Revenue_INR,Sales_Channel,Payment_Mode,Customer_Age,Customer_Gender,Customer_Rating
OE107540,2024-08-18,Uttar Pradesh,Noida,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Full Payment,21,Male,4.5
OE107548,2024-08-18,Delhi,Dwarka,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,25,Male,5.0
OE107542,2024-08-18,Kerala,Kochi,S1 Pro+,1,159999,0,159999,Company Owned Store,Subvention Scheme,20,Female,3.8
OE107543,2024-08-18,West Bengal,Kolkata,S1 Air,1,84999,2000,82999,Dealer Partner,EMI - NBFC,42,Female,4.5
OE107541,2024-08-18,Karnataka,Bengaluru,S1 X (3kWh),1,99999,2000,97999,Online (Ola App),EMI - Bank Loan,43,Female,3.8
OE107567,2024-08-19,Uttar Pradesh,Noida,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - NBFC,18,Male,3.8
OE107566,2024-08-19,Maharashtra,Mumbai,S1 X+ (4kWh),1,139999,2000,137999,Ola Experience Center,Full Payment,44,Female,4.4
OE107564,2024-08-19,Maharashtra,Pune,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - NBFC,24,Female,5.0
OE107563,2024-08-19,Maharashtra,Mumbai,S1 Pro+,1,159999,0,159999,Online (Ola App),Subvention Scheme,38,Male,3.9
OE107562,2024-08-19,Karnataka,Mysuru,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - NBFC,47,Male,4.6
OE107561,2024-08-19,Telangana,Warangal,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,33,Male,4.5
OE107565,2024-08-19,Maharashtra,Nashik,S1 Pro+,1,159999,0,159999,Online (Ola App),Full Payment,33,Female,4.4
OE107559,2024-08-19,Karnataka,Mysuru,S1 X (2kWh),2,79999,8000,143998,Online (Ola App),Full Payment,30,Male,3.9
OE107558,2024-08-19,West Bengal,Kolkata,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - NBFC,39,Female,3.9
OE107557,2024-08-19,Maharashtra,Nashik,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,47,Male,3.8
OE107556,2024-08-19,Gujarat,Surat,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,36,Male,4.0
OE107555,2024-08-19,Haryana,Faridabad,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - NBFC,24,Male,5.0
OE107560,2024-08-19,Bihar,Patna,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,48,Male,4.8
OE107581,2024-08-20,Kerala,Thiruvananthapuram,S1 X (2kWh),1,79999,2000,77999,Ola Experience Center,Full Payment,47,Male,4.2
OE107582,2024-08-20,Uttar Pradesh,Varanasi,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,35,Male,4.8
OE107583,2024-08-20,Maharashtra,Mumbai,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,49,Male,5.0
OE107584,2024-08-20,Delhi,New Delhi,S1 X (3kWh),1,99999,2000,97999,Dealer Partner,Full Payment,55,Male,4.6
OE107587,2024-08-20,Madhya Pradesh,Indore,S1 X (2kWh),1,79999,0,79999,Online (Ola App),EMI - Bank Loan,23,Male,5.0
OE107586,2024-08-20,Uttar Pradesh,Kanpur,S1 X+ (4kWh),1,139999,0,139999,Dealer Partner,EMI - NBFC,35,Male,3.7
OE107588,2024-08-20,Karnataka,Mangaluru,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - NBFC,57,Female,4.1
OE107589,2024-08-20,Uttar Pradesh,Varanasi,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,29,Female,4.3
OE107580,2024-08-20,Telangana,Warangal,S1 Pro+,1,159999,0,159999,Ola Experience Center,Subvention Scheme,22,Male,4.4
OE107585,2024-08-20,Uttar Pradesh,Varanasi,S1 Pro+,1,159999,0,159999,Dealer Partner,EMI - NBFC,33,Male,3.8
OE107579,2024-08-20,Kerala,Thiruvananthapuram,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,26,Male,4.1
OE107575,2024-08-20,Maharashtra,Nashik,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,40,Male,3.8
OE107577,2024-08-20,Rajasthan,Jaipur,S1 Air,1,84999,0,84999,Dealer Partner,EMI - NBFC,48,Male,3.5
OE107578,2024-08-20,Delhi,Rohini,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - NBFC,18,Female,4.9
OE107569,2024-08-20,Tamil Nadu,Madurai,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,20,Male,3.8
OE107570,2024-08-20,Maharashtra,Pune,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - NBFC,40,Male,4.9
OE107571,2024-08-20,Delhi,New Delhi,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,23,Male,4.2
OE107568,2024-08-20,Maharashtra,Pune,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,22,Female,4.0
OE107573,2024-08-20,Maharashtra,Mumbai,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,30,Female,3.4
OE107574,2024-08-20,Kerala,Kozhikode,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - Bank Loan,36,Male,3.4
OE107576,2024-08-20,Karnataka,Mysuru,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - Bank Loan,18,Male,4.6
OE107572,2024-08-20,Karnataka,Mysuru,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,44,Male,4.4
OE107601,2024-08-21,Uttar Pradesh,Lucknow,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,36,Female,4.3
OE107608,2024-08-21,Maharashtra,Nagpur,S1 X (2kWh),1,79999,0,79999,Online (Ola App),Subvention Scheme,36,Female,3.9
OE107607,2024-08-21,Karnataka,Bengaluru,S1 X+ (4kWh),1,139999,2000,137999,Dealer Partner,EMI - Bank Loan,33,Male,4.0
OE107606,2024-08-21,Tamil Nadu,Chennai,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - NBFC,18,Female,4.0
OE107605,2024-08-21,Delhi,Dwarka,S1 Air,1,84999,0,84999,Dealer Partner,EMI - NBFC,37,Male,4.9
OE107604,2024-08-21,Delhi,Dwarka,S1 X+ (4kWh),1,139999,2000,137999,Ola Experience Center,EMI - NBFC,30,Male,3.9
OE107603,2024-08-21,Kerala,Kozhikode,S1 Pro+,1,159999,2000,157999,Online (Ola App),EMI - Bank Loan,27,Male,3.2
OE107602,2024-08-21,Uttar Pradesh,Kanpur,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,26,Male,3.3
OE107600,2024-08-21,Uttar Pradesh,Kanpur,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,39,Male,4.0
OE107609,2024-08-21,Tamil Nadu,Chennai,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - NBFC,27,Female,3.1
OE107598,2024-08-21,Maharashtra,Nashik,S1 Air,1,84999,0,84999,Company Owned Store,Subvention Scheme,29,Male,4.3
OE107590,2024-08-21,Karnataka,Mysuru,S1 Pro+,1,159999,5000,154999,Online (Ola App),Subvention Scheme,22,Male,5.0
OE107591,2024-08-21,Maharashtra,Nagpur,S1 X+ (4kWh),1,139999,5000,134999,Dealer Partner,EMI - Bank Loan,37,Male,4.7
OE107592,2024-08-21,Maharashtra,Nagpur,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,27,Male,3.9
OE107593,2024-08-21,Uttar Pradesh,Lucknow,S1 Pro,1,147999,0,147999,Dealer Partner,Full Payment,43,Female,5.0
OE107599,2024-08-21,Telangana,Warangal,S1 X (3kWh),1,99999,5000,94999,Dealer Partner,EMI - Bank Loan,30,Female,4.2
OE107595,2024-08-21,Punjab,Chandigarh,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,42,Male,4.3
OE107596,2024-08-21,Delhi,Dwarka,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Subvention Scheme,32,Male,4.7
OE107597,2024-08-21,Telangana,Hyderabad,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - NBFC,20,Female,3.7
OE107594,2024-08-21,Andhra Pradesh,Vijayawada,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,34,Female,4.1
OE107621,2024-08-22,Delhi,Rohini,S1 Air,1,84999,2000,82999,Online (Ola App),Full Payment,18,Female,3.5
OE107628,2024-08-22,Karnataka,Mysuru,S1 Air,1,84999,0,84999,Dealer Partner,Full Payment,23,Male,4.2
OE107627,2024-08-22,Uttar Pradesh,Varanasi,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,33,Female,4.0
OE107626,2024-08-22,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,39,Female,3.8
OE107625,2024-08-22,Karnataka,Mysuru,S1 Air,1,84999,0,84999,Online (Ola App),Subvention Scheme,29,Female,4.1
OE107624,2024-08-22,Uttar Pradesh,Lucknow,S1 Air,1,84999,0,84999,Dealer Partner,EMI - Bank Loan,45,Male,4.1
OE107623,2024-08-22,Tamil Nadu,Madurai,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,24,Male,4.0
OE107622,2024-08-22,West Bengal,Siliguri,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,20,Male,4.7
OE107620,2024-08-22,Uttar Pradesh,Noida,S1 Pro,1,147999,2000,145999,Company Owned Store,EMI - NBFC,52,Male,3.2
OE107618,2024-08-22,Maharashtra,Mumbai,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - Bank Loan,32,Female,2.6
OE107610,2024-08-22,Delhi,Rohini,S1 X (3kWh),2,99999,0,199998,Company Owned Store,Full Payment,30,Female,4.4
OE107617,2024-08-22,Karnataka,Mysuru,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,27,Male,4.7
OE107616,2024-08-22,Karnataka,Mangaluru,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,32,Male,4.5
OE107615,2024-08-22,West Bengal,Siliguri,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - Bank Loan,42,Female,4.1
OE107614,2024-08-22,Maharashtra,Pune,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Subvention Scheme,41,Female,4.1
OE107613,2024-08-22,Delhi,Rohini,S1 Air,1,84999,0,84999,Dealer Partner,EMI - Bank Loan,32,Male,4.9
OE107612,2024-08-22,Gujarat,Vadodara,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,39,Male,4.1
OE107611,2024-08-22,Karnataka,Bengaluru,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - NBFC,24,Male,3.5
OE107619,2024-08-22,Punjab,Chandigarh,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - NBFC,36,Male,4.3
OE107639,2024-08-23,Bihar,Patna,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,52,Male,4.3
OE107644,2024-08-23,Maharashtra,Nagpur,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Full Payment,31,Male,2.9
OE107640,2024-08-23,Telangana,Warangal,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - Bank Loan,36,Male,4.3
OE107638,2024-08-23,Telangana,Hyderabad,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - NBFC,20,Female,3.2
OE107642,2024-08-23,Tamil Nadu,Madurai,S1 X (2kWh),1,79999,2000,77999,Ola Experience Center,Full Payment,38,Male,4.2
OE107643,2024-08-23,Haryana,Faridabad,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - Bank Loan,18,Male,3.9
OE107641,2024-08-23,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,24,Female,3.8
OE107637,2024-08-23,Telangana,Warangal,S1 X (3kWh),1,99999,2000,97999,Dealer Partner,Full Payment,25,Female,3.7
OE107633,2024-08-23,Andhra Pradesh,Vijayawada,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Subvention Scheme,26,Female,3.3
OE107635,2024-08-23,Gujarat,Ahmedabad,S1 Air,1,84999,5000,79999,Ola Experience Center,EMI - Bank Loan,31,Male,4.3
OE107634,2024-08-23,Gujarat,Ahmedabad,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,18,Male,3.4
OE107632,2024-08-23,Maharashtra,Nashik,S1 X+ (4kWh),1,139999,0,139999,Dealer Partner,EMI - NBFC,41,Male,3.8
OE107631,2024-08-23,Karnataka,Mangaluru,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,34,Female,4.7
OE107630,2024-08-23,Madhya Pradesh,Indore,S1 Pro,1,147999,0,147999,Ola Experience Center,Full Payment,41,Male,3.6
OE107629,2024-08-23,Telangana,Hyderabad,S1 Air,1,84999,0,84999,Company Owned Store,Subvention Scheme,31,Male,4.6
OE107636,2024-08-23,Kerala,Thiruvananthapuram,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,39,Male,3.9
OE107658,2024-08-24,Tamil Nadu,Coimbatore,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,32,Male,5.0
OE107657,2024-08-24,Kerala,Kochi,S1 Pro+,1,159999,0,159999,Dealer Partner,Full Payment,39,Female,3.4
OE107656,2024-08-24,Telangana,Hyderabad,S1 X+ (4kWh),1,139999,5000,134999,Dealer Partner,EMI - NBFC,32,Female,3.1
OE107655,2024-08-24,West Bengal,Kolkata,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,20,Male,4.7
OE107654,2024-08-24,Telangana,Hyderabad,S1 Air,1,84999,5000,79999,Company Owned Store,Subvention Scheme,40,Female,4.5
OE107653,2024-08-24,Maharashtra,Mumbai,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,43,Female,3.1
OE107652,2024-08-24,Maharashtra,Mumbai,S1 Pro,1,147999,2000,145999,Online (Ola App),Full Payment,28,Female,4.3
OE107650,2024-08-24,Bihar,Patna,S1 X (3kWh),1,99999,2000,97999,Online (Ola App),Subvention Scheme,35,Male,4.5
OE107649,2024-08-24,Maharashtra,Mumbai,S1 X (2kWh),1,79999,8000,71999,Online (Ola App),EMI - Bank Loan,30,Male,3.7
OE107648,2024-08-24,Karnataka,Bengaluru,S1 Air,1,84999,2000,82999,Ola Experience Center,EMI - NBFC,18,Male,3.8
OE107647,2024-08-24,Rajasthan,Jodhpur,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,21,Male,4.7
OE107646,2024-08-24,Delhi,Dwarka,S1 Pro,1,147999,8000,139999,Company Owned Store,EMI - NBFC,25,Male,3.3
OE107645,2024-08-24,Rajasthan,Jaipur,S1 Pro+,1,159999,0,159999,Dealer Partner,Full Payment,33,Male,5.0
OE107651,2024-08-24,Delhi,Dwarka,S1 Pro,1,147999,2000,145999,Online (Ola App),EMI - Bank Loan,41,Female,4.4
OE107670,2024-08-25,Maharashtra,Pune,S1 X (3kWh),1,99999,2000,97999,Online (Ola App),Subvention Scheme,47,Male,4.9
OE107678,2024-08-25,Gujarat,Surat,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - NBFC,30,Male,5.0
OE107676,2024-08-25,Karnataka,Mangaluru,S1 Pro+,1,159999,2000,157999,Online (Ola App),EMI - Bank Loan,28,Male,3.0
OE107675,2024-08-25,Haryana,Gurugram,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - NBFC,38,Female,4.5
OE107674,2024-08-25,Gujarat,Ahmedabad,S1 Pro+,2,159999,0,319998,Company Owned Store,EMI - NBFC,37,Male,4.5
OE107673,2024-08-25,Maharashtra,Nagpur,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,35,Female,3.5
OE107672,2024-08-25,Delhi,Dwarka,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,30,Male,3.6
OE107671,2024-08-25,Maharashtra,Mumbai,S1 X (2kWh),1,79999,2000,77999,Ola Experience Center,Full Payment,38,Male,5.0
OE107669,2024-08-25,Andhra Pradesh,Vijayawada,S1 X+ (4kWh),2,139999,2000,275998,Company Owned Store,EMI - NBFC,32,Male,4.0
OE107677,2024-08-25,Madhya Pradesh,Bhopal,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,46,Female,4.0
OE107667,2024-08-25,Tamil Nadu,Coimbatore,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,33,Male,3.4
OE107666,2024-08-25,Maharashtra,Mumbai,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - NBFC,47,Male,3.2
OE107665,2024-08-25,Delhi,Dwarka,S1 Pro,1,147999,5000,142999,Ola Experience Center,EMI - Bank Loan,30,Female,3.5
OE107664,2024-08-25,Madhya Pradesh,Indore,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,53,Female,3.3
OE107663,2024-08-25,Kerala,Kozhikode,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,33,Female,4.3
OE107662,2024-08-25,Maharashtra,Mumbai,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,21,Male,4.5
OE107661,2024-08-25,Delhi,Rohini,S1 Pro+,1,159999,0,159999,Ola Experience Center,Full Payment,39,Male,3.8
OE107660,2024-08-25,Uttar Pradesh,Lucknow,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,38,Male,4.6
OE107668,2024-08-25,Maharashtra,Mumbai,S1 X (2kWh),2,79999,0,159998,Online (Ola App),Subvention Scheme,29,Male,4.7
OE107659,2024-08-25,Telangana,Hyderabad,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,23,Male,3.4
OE107687,2024-08-26,Andhra Pradesh,Visakhapatnam,S1 Pro,1,147999,8000,139999,Dealer Partner,EMI - NBFC,23,Female,4.8
OE107686,2024-08-26,Kerala,Kozhikode,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,18,Female,4.5
OE107685,2024-08-26,Punjab,Amritsar,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Full Payment,21,Male,3.9
OE107684,2024-08-26,Karnataka,Mangaluru,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,31,Female,3.6
OE107679,2024-08-26,Delhi,Rohini,S1 X (3kWh),1,99999,0,99999,Dealer Partner,Subvention Scheme,29,Male,3.9
OE107682,2024-08-26,Maharashtra,Nashik,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,24,Female,4.2
OE107681,2024-08-26,Karnataka,Bengaluru,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,27,Male,3.3
OE107680,2024-08-26,Uttar Pradesh,Varanasi,S1 X (2kWh),2,79999,0,159998,Ola Experience Center,Full Payment,37,Male,3.7
OE107683,2024-08-26,Maharashtra,Mumbai,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,18,Male,4.9
OE107700,2024-08-27,Delhi,Dwarka,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Subvention Scheme,41,Female,3.6
OE107699,2024-08-27,Uttar Pradesh,Noida,S1 Pro,1,147999,5000,142999,Online (Ola App),EMI - Bank Loan,27,Male,4.1
OE107698,2024-08-27,Uttar Pradesh,Noida,S1 Pro,1,147999,0,147999,Ola Experience Center,EMI - Bank Loan,24,Female,4.6
OE107697,2024-08-27,Delhi,Rohini,S1 Pro+,1,159999,0,159999,Online (Ola App),Subvention Scheme,18,Male,5.0
OE107696,2024-08-27,Madhya Pradesh,Bhopal,S1 X (3kWh),1,99999,2000,97999,Online (Ola App),EMI - NBFC,37,Male,4.1
OE107695,2024-08-27,Maharashtra,Nashik,S1 X (2kWh),1,79999,0,79999,Online (Ola App),EMI - Bank Loan,20,Female,4.8
OE107694,2024-08-27,Uttar Pradesh,Lucknow,S1 Pro,1,147999,2000,145999,Dealer Partner,EMI - Bank Loan,24,Male,4.6
OE107693,2024-08-27,Uttar Pradesh,Noida,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,33,Female,4.3
OE107692,2024-08-27,Gujarat,Ahmedabad,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - Bank Loan,31,Male,4.8
OE107691,2024-08-27,Maharashtra,Nashik,S1 Pro,1,147999,0,147999,Ola Experience Center,Subvention Scheme,20,Male,4.5
OE107690,2024-08-27,Tamil Nadu,Coimbatore,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,29,Female,4.1
OE107689,2024-08-27,Maharashtra,Nashik,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - Bank Loan,20,Male,3.8
OE107688,2024-08-27,Uttar Pradesh,Noida,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,36,Female,3.7
OE107710,2024-08-28,Delhi,New Delhi,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - NBFC,18,Male,3.6
OE107709,2024-08-28,Maharashtra,Nagpur,S1 Pro+,1,159999,2000,157999,Company Owned Store,EMI - NBFC,34,Male,4.5
OE107708,2024-08-28,Haryana,Gurugram,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - NBFC,32,Male,4.6
OE107707,2024-08-28,Maharashtra,Mumbai,S1 X (2kWh),1,79999,0,79999,Dealer Partner,EMI - NBFC,19,Male,3.7
OE107706,2024-08-28,Telangana,Warangal,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,37,Female,4.2
OE107711,2024-08-28,Tamil Nadu,Coimbatore,S1 Air,1,84999,0,84999,Online (Ola App),Full Payment,26,Male,4.8
OE107704,2024-08-28,Gujarat,Surat,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,35,Male,5.0
OE107703,2024-08-28,Rajasthan,Jodhpur,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - NBFC,29,Male,4.9
OE107702,2024-08-28,Telangana,Warangal,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,45,Male,4.6
OE107701,2024-08-28,Gujarat,Ahmedabad,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,26,Male,4.1
OE107705,2024-08-28,Gujarat,Ahmedabad,S1 X (3kWh),1,99999,8000,91999,Online (Ola App),EMI - NBFC,33,Male,2.9
OE107719,2024-08-29,Maharashtra,Nashik,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - Bank Loan,40,Male,3.9
OE107718,2024-08-29,Delhi,Rohini,S1 Air,1,84999,0,84999,Dealer Partner,EMI - NBFC,28,Male,5.0
OE107717,2024-08-29,Uttar Pradesh,Noida,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - NBFC,29,Male,2.9
OE107716,2024-08-29,Uttar Pradesh,Lucknow,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,40,Male,3.8
OE107714,2024-08-29,Tamil Nadu,Coimbatore,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,42,Male,5.0
OE107713,2024-08-29,Kerala,Thiruvananthapuram,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,33,Male,3.4
OE107712,2024-08-29,Tamil Nadu,Chennai,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - Bank Loan,28,Male,4.3
OE107715,2024-08-29,Gujarat,Ahmedabad,S1 Pro,1,147999,5000,142999,Dealer Partner,Subvention Scheme,36,Male,4.3
OE107728,2024-08-30,Andhra Pradesh,Vijayawada,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,19,Male,4.3
OE107731,2024-08-30,Uttar Pradesh,Noida,S1 Pro,1,147999,0,147999,Dealer Partner,Full Payment,26,Male,3.6
OE107730,2024-08-30,Karnataka,Bengaluru,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,27,Male,5.0
OE107732,2024-08-30,Delhi,Rohini,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,18,Female,5.0
OE107729,2024-08-30,Delhi,Rohini,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,24,Male,3.9
OE107727,2024-08-30,Tamil Nadu,Chennai,S1 Air,1,84999,0,84999,Dealer Partner,EMI - NBFC,26,Female,3.5
OE107722,2024-08-30,West Bengal,Siliguri,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,39,Male,5.0
OE107725,2024-08-30,Tamil Nadu,Madurai,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Full Payment,29,Male,5.0
OE107724,2024-08-30,West Bengal,Kolkata,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - Bank Loan,50,Male,5.0
OE107723,2024-08-30,Telangana,Warangal,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,18,Male,4.8
OE107721,2024-08-30,Delhi,Dwarka,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - Bank Loan,34,Male,5.0
OE107720,2024-08-30,Tamil Nadu,Madurai,S1 X+ (4kWh),1,139999,5000,134999,Company Owned Store,Full Payment,38,Male,5.0
OE107726,2024-08-30,Telangana,Hyderabad,S1 Air,1,84999,8000,76999,Company Owned Store,EMI - Bank Loan,34,Male,4.4
OE107741,2024-08-31,Delhi,New Delhi,S1 X (3kWh),1,99999,0,99999,Dealer Partner,Full Payment,37,Female,4.2
OE107746,2024-08-31,Maharashtra,Pune,S1 X+ (4kWh),1,139999,8000,131999,Dealer Partner,Full Payment,36,Male,5.0
OE107744,2024-08-31,Gujarat,Ahmedabad,S1 Pro,1,147999,2000,145999,Ola Experience Center,EMI - Bank Loan,31,Male,3.8
OE107743,2024-08-31,Telangana,Warangal,S1 Pro,1,147999,2000,145999,Company Owned Store,Full Payment,32,Male,4.3
OE107742,2024-08-31,Maharashtra,Mumbai,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,37,Male,5.0
OE107740,2024-08-31,Gujarat,Surat,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,34,Female,4.3
OE107745,2024-08-31,West Bengal,Siliguri,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,42,Male,4.1
OE107738,2024-08-31,Maharashtra,Mumbai,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,51,Female,4.8
OE107737,2024-08-31,Punjab,Ludhiana,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - Bank Loan,41,Male,4.2
OE107736,2024-08-31,West Bengal,Siliguri,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Full Payment,34,Female,4.3
OE107735,2024-08-31,Madhya Pradesh,Bhopal,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - Bank Loan,28,Male,3.8
OE107734,2024-08-31,Karnataka,Bengaluru,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,26,Female,4.7
OE107733,2024-08-31,Telangana,Hyderabad,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,28,Male,4.1
OE107739,2024-08-31,West Bengal,Siliguri,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,35,Male,3.6
OE107762,2024-09-01,Kerala,Kochi,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,30,Male,5.0
OE107761,2024-09-01,Maharashtra,Nashik,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,44,Male,5.0
OE107760,2024-09-01,Bihar,Patna,S1 Air,1,84999,0,84999,Dealer Partner,Subvention Scheme,30,Female,4.1
